company_name,company_rating,industry,size,type,years_old,location
KBP Civil Engineering Services,3.8,,,,,Pune
Triaa Housing,3.8,,,,,Pune
Broadstairs It Solutions (Opc),4.9,,,,,Pune
Cooper-Standard Automotive,4.2,Auto Components,201-500 Employees,Public,64,Pune
Banner Engineering,4.1,,11-50 Employees,,58,Pune
CTGT Innovations,4.7,IT Services & Consulting,11-50 Employees,,5,Pune
Sunpower India Ventures,5.0,Internet,51-200 Employees,,39,Pune
Lakme,4.3,Beauty & Personal Care,201-500 Employees,Public,44,Pune
Vermont Technologies,4.3,,,,,Pune
YOLO Health,3.7,Internet,,Startup,9,Pune
Medecins Sans Frontieres,4.2,Non-Profit,51-200 Employees,,53,Pune
Accord Tools & Accessories,5.0,,,,,Pune
Mahendra Technosoft,4.7,,,,,Pune
Rajkumar Forge,4.4,Industrial Machinery,51-200 Employees,Public,34,Pune
Aarvee Associates,4.0,Engineering & Construction,1k-5k Employees,,35,Pune
Jet Airways,4.6,Aviation,201-500 Employees,Public,31,Pune
Steel Strips Wheels,3.8,Auto Components,1k-5k Employees,Public,33,Pune
Hexonica Solutions,4.3,,,,,Pune
Hager Group,4.2,,10k-50k Employees (Global),,69,Pune
MeritTrac,4.1,EdTech,201-500 Employees,,24,Pune
MJB Technologies,3.6,,11-50 Employees,,,Pune
Siemens Financial Services,4.7,,51-200 Employees,,42,Pune
Fosroc India,4.4,Chemicals,501-1k Employees,,44,Pune
Universal Corporation,3.8,Pharma,1k-5k Employees,,25,Pune
Motilal Oswal,3.9,Financial Services,5k-10k Employees,Public,37,Pune
Adisan Laboratories,4.1,,,,,Pune
SM Rolling FX,4.1,,,,,Pune
Yash Enviro Technologies,4.5,,,,,Pune
Roomsxml Solutions,3.6,,51-200 Employees,,,Pune
Aditya Auto Products & Engineering,3.5,Auto Components,51-200 Employees,,28,Pune
Link Composites,4.9,,51-200 Employees,,,Pune
Adweb Technologies,3.3,IT Services & Consulting,51-200 Employees,,26,Pune
MOT Marketing Technologies,3.6,,,,5,Pune
Easy Home Finance,4.2,FinTech,501-1k Employees,Public,6,Pune
ZenTrades,3.6,Software Product,51-200 Employees,Startup,2,Pune
Novarties Tech system,4.7,,,,,Pune
Edsun Solutions,2.7,,,,,Pune
Tommy Hilfiger,4.5,Fashion & Textile,1k-5k Employees,,39,Pune
Mynd Solutions Private,3.7,BPO,1k-5k Employees,,22,Pune
Danieli,3.8,Industrial Machinery,501-1k Employees,,110,Pune
HIL,4.2,Building Material,1k-5k Employees,Public,78,Pune
Maier + Vidorno,3.6,Management Consulting,51-200 Employees,,24,Pune
Ricoh,3.9,IT Services & Consulting,1-10 Employees,Public,88,Pune
Nous Infosystems,4.1,IT Services & Consulting,1k-5k Employees,,28,Pune
Cleartrip,3.8,Internet,501-1k Employees,,19,Pune
cyberSecurist Technologies,3.5,,,,,Pune
General Mills,4.2,Food Processing,1k-5k Employees,Forbes Global 2000,96,Pune
Futurefold Software,4.5,,,,,Pune
TalbotFORCE,3.8,,,,,Hyderabad / Secunderabad
Income Tax Department India,4.4,Government,1k-5k Employees (Global),,164,Hyderabad / Secunderabad
Vault,3.5,Internet,11-50 Employees (Global),,28,Pune
Fibox,4.3,,51-200 Employees,,,Pune
CA And Associates,4.8,,,,,Pune
OneGreenDiary Software,4.3,Software Product,11-50 Employees,,,Pune
TCI,3.8,Logistics,,,66,Hyderabad / Secunderabad
GMK Technologies,3.2,,,,,Pune
Mithi Software Technologies,4.1,IT Services & Consulting,11-50 Employees,,25,Hyderabad / Secunderabad
vRhythms Software,3.3,Software Product,11-50 Employees (Global),,16,Pune
L.G.Balakrishnan & Bros,3.7,Auto Components,1k-5k Employees,Public,87,Hyderabad / Secunderabad
Kyoritsu Electric,4.1,,11-50 Employees,,,Pune
National Career Service,4.0,Government,,,4,Hyderabad / Secunderabad
Fosroc India,4.4,Chemicals,501-1k Employees,,44,Hyderabad / Secunderabad
Universal Corporation,3.8,Pharma,1k-5k Employees,,25,Hyderabad / Secunderabad
Lumiq,3.3,IT Services & Consulting,201-500 Employees,Startup,11,Pune
Harley-Davidson,4.0,Automobile,201-500 Employees,,121,Hyderabad / Secunderabad
Infinity Technology,3.7,,1-10 Employees,,12,Pune
Ghatge Patil Transports,4.6,Logistics,51-200 Employees,,66,Kolhapur
iVenus,3.4,Retail,501-1k Employees,,25,Surat
Incredible Technologies,3.1,Gaming,51-200 Employees (Global),,39,Vernon
Institute of Advance Network Technology,3.0,Education & Training,1k-5k Employees,,25,Vadodara
ABCI Infrastructures,3.6,Engineering & Construction,51-200 Employees,,31,Kolkata
BlueStream,4.4,Telecom,51-200 Employees,,51,Bangalore / Bengaluru
S.V.S REFCOMP,4.3,,501-1k Employees,,,Hyderabad / Secunderabad
Sfc Solutions,3.9,,501-1k Employees,,,Bawal
Janatics India,4.1,Industrial Automation,501-1k Employees,,47,Hyderabad / Secunderabad
Nearbuy,4.5,Internet,201-500 Employees,,14,Hyderabad / Secunderabad
Jawed Habib Hair & Beauty,4.1,Retail,1k-5k Employees,Public,18,Pune
Axio,3.7,Financial Services,501-1k Employees,Startup,11,Pune
Progility Technologies,3.8,IT Services & Consulting,51-200 Employees,,12,Pune
Varmora Granito,4.2,Building Material,51-200 Employees,,31,Pune
Viraj Profiles,3.9,Iron & Steel,1k-5k Employees,,24,Pune
VSoft Technologies,3.6,FinTech,201-500 Employees,,20,Pune
Karur Vysya Bank,3.7,Banking,5k-10k Employees,Public,108,Pune
DGTRA Consultancy,4.7,Architecture & Interior Design,11-50 Employees,,6,Pune
Data Lumina,4.6,,,,,Pune
QiO Technologies,2.6,,,,,Pune
Yaskawa India,4.3,Electronics Manufacturing,51-200 Employees,,44,Pune
3D Concept Analysis and Development,3.3,Design,51-200 Employees,,,Pune
Protium Finance,3.9,Financial Services,1k-5k Employees,,5,Pune
Hind Musafir Agency,4.0,,51-200 Employees,,,Pune
Sai Sanket Enterprises,3.6,Industrial Machinery,51-200 Employees,,,Pune
CignaTTk Health Insurance,4.1,Insurance,1k-5k Employees,,12,Pune
Avis,4.0,Internet,1k-5k Employees,,78,Pune
Sovereign Pharma,4.0,Pharma,201-500 Employees,,21,Pune
WPoets Technology,2.6,IT Services & Consulting,11-50 Employees (Global),,10,Pune
Centre for Materials for Electronics Technology,4.2,,,,,Pune
Zinkworks,4.3,,,,,Pune
Herbalife International,4.1,Healthcare,1k-5k Employees,,44,Pune
Kalyan Jewellers,4.7,Jewellery,5k-10k Employees,Fortune India 500,31,Pune
Extensile,4.3,,,,,Pune
Workmethods,3.9,IT Services & Consulting,,,,Pune
Nisum,3.4,IT Services & Consulting,501-1k Employees,,24,Pune
Entertainment Network India,3.5,Media & Entertainment,501-1k Employees,Public,25,Pune
Rahul International School,3.8,Education & Training,,,,Pune
Nippon Audiotronix,3.6,Automobile,501-1k Employees,,28,Pune
Tritorc Equipments,3.9,Industrial Machinery,51-200 Employees,,30,Pune
Sudit K Parekh & Co,3.3,Financial Services,,,,Pune
Nexus Malls,4.3,Retail,201-500 Employees,,8,Pune
Diamond Water Parks,3.4,,,,,Pune
Globus Thenken,4.3,,,,,Pune
Altizon Systems,2.1,Software Product,51-200 Employees,,11,Pune
Skechers South Asia,4.1,Retail,51-200 Employees,,,Pune
Centre for Computational Technologies,2.9,IT Services & Consulting,51-200 Employees,,,Pune
NutaNXT Technologies,4.5,,,,,Pune
STW Services,4.5,Financial Services,11-50 Employees,,,Pune
Cybertech Solutions,4.7,,,,,Pune
Molex,3.9,Semiconductors,1k-5k Employees,,86,Pune
Rodic Consultants,4.3,Engineering & Construction,1k-5k Employees,,24,Pune
Aspire Techsoft,4.7,Education & Training,11-50 Employees,,13,Pune
Lead Consultancy & Engineering Services (India),4.3,Engineering & Construction,51-200 Employees,,16,Pune
EdiQue Solutions,3.6,EdTech,51-200 Employees,Startup,,Pune
Mindzita,3.3,,,,,Pune
Epson,4.3,IT Services & Consulting,201-500 Employees,,82,Pune
The Kute Group Dairy,3.4,,,,,Pune
Geberit India Manufacturing,4.0,,,,,Pune
Icon Turnkey Ventures,4.5,,,,,Pune
Mitej InfoTech,4.3,,51-200 Employees,,,Pune
Sequoia Energy And Environment,3.2,Power,,,,Pune
PRECISE CUTTING TOOLS,4.5,,51-200 Employees,,,Pune
Terkar Capital,4.4,,,,,Pune
TREJHARA SOLUTIONS,3.0,IT Services & Consulting,51-200 Employees,Public,7,Pune
Altigreen Propulsion Labs,3.8,,51-200 Employees,,12,Pune
ProstarM Info Systems,3.9,Electronics Manufacturing,201-500 Employees,,,Pune
Innovative Technomics,3.1,,,,,Pune
Gensol Engineering,4.3,Power,51-200 Employees,Public,17,Pune
Alltech Biotechnology,4.7,Biotechnology,51-200 Employees,,23,Pune
Ebixcash Global Services,3.7,,,,,Pune
Mass Technologies,4.8,,,,,Pune
Venus Remedies,4.4,Pharma,1k-5k Employees,Public,35,Pune
MGS Technologies,4.6,,,,,Pune
Pragati Engineering,3.7,Recruitment,51-200 Employees,,28,Pune
Oxcytech System,3.2,,51-200 Employees,,11,Pune
The Kute Group,3.1,,1k-5k Employees,,,Pune
Yinlun ADM,4.1,,,,,Pune
Tirumalla Oil Refinery,3.4,FMCG,501-1k Employees,,9,Pune
NOW Realty,2.3,Engineering & Construction,,,10,Pune
Gensol Engineering,4.3,Power,51-200 Employees,Public,17,Gurgaon / Gurugram
Callidus Research Laboratories pune,4.4,,11-50 Employees,,9,Pune
Milkbasket,3.8,Internet,501-1k Employees,Startup,9,Gurgaon / Gurugram
Alltech Biotechnology,4.7,Biotechnology,51-200 Employees,,23,Bangalore / Bengaluru
Darshan Academy,4.1,Education & Training,501-1k Employees,,,New Delhi
S & T Engineers (p),4.0,Industrial Machinery,501-1k Employees,,28,Gurgaon / Gurugram
Puratos Food Ingredients,4.4,Food Processing,51-200 Employees,,105,Mumbai
Precision Group,3.8,IT Services & Consulting,1k-5k Employees,,,Gurgaon / Gurugram
Landmark Techedge,4.9,,,,,Pune
Executive Car Rental Services,2.9,,,,,Pune
Precisely,3.8,Software Product,501-1k Employees,,56,Gurgaon / Gurugram
Unicorn DenMart,3.3,Medical Equipment,201-500 Employees,Public,30,New Delhi
Altigreen Propulsion Labs,3.8,,51-200 Employees,,12,Bangalore / Bengaluru
Software Technology Parks of India,4.2,Software Product,501-1k Employees (Global),Public,33,Pune
Floating Minds Infotech,3.6,,,,,Pune
Infrasofttech,4.1,,,,,Pune
Rucha Group Of Industries,3.3,Industrial Machinery,1k-5k Employees,Public,30,Pune
MediBuddy,3.2,Healthcare,1k-5k Employees,Startup,11,Pune
Flytxt Mobile Solutions,4.5,IT Services & Consulting,201-500 Employees,,16,Pune
AMPS,4.4,,51-200 Employees,,18,Pune
S P Engg,2.2,,,,,Pune
Space Matrix Design Consultants,3.8,Real Estate,201-500 Employees,,23,Pune
Weddingz.in,4.1,Internet,501-1k Employees,Startup,9,Pune
Ultraskills Media,4.6,,,,,Pune
Super Thermo Sensors,4.7,,11-50 Employees,,,Pune
Snapper Future Tech,3.3,Internet,11-50 Employees,Startup,7,Pune
Am Lighting,3.8,,,,,Pune
Futurz Staffing Solutions,4.0,Recruitment,51-200 Employees,,19,Pune
Aviva Global Services,3.1,,,,,Pune
Star Hospitals,4.2,Healthcare,51-200 Employees,,19,Pune
Connections Direct,4.0,Analytics & KPO,11-50 Employees (Global),,,Pune
Cohezia Creative Technology,4.4,,11-50 Employees,,,Pune
Whiz IT Services,3.7,,,,9,Pune
ASCENT Fund Services,3.3,Financial Services,51-200 Employees,,,Bangalore / Bengaluru
Scalex,4.1,Software Product,11-50 Employees,,9,Pune
Semco Electric,2.2,,,,,Pune
Transport Engineering Solutions India,3.7,Urban Transport,,,,Pune
Kalyani Transmission Technology,3.9,,,,,Khed
SGI,3.8,,51-200 Employees,,57,Pune
Go Colors,4.1,Fashion & Textile,51-200 Employees,,14,Hyderabad / Secunderabad
SHREE INDUSTRIES,4.1,,11-50 Employees (Global),,,Pune
Advent Projects & Consultancy Services,5.0,,,,,Pune
Futurista Technologies,4.6,,,,,Hyderabad / Secunderabad
ESP Global Services,3.2,,11-50 Employees,,,Pune
La Renon Healthcare,3.5,Pharma,501-1k Employees,,17,Hyderabad / Secunderabad
Moog India Technology Center,4.3,Defence & Aerospace,51-200 Employees,,34,Bangalore / Bengaluru
ANI INTEGRATED SERVICES,3.8,Engineering & Construction,1k-5k Employees,Public,36,Thane
RigelData Solutions,4.4,,,,,Pune
The Belgian Waffle co,4.3,Hospitality,1k-5k Employees,,9,Hyderabad / Secunderabad
Prashtech Engineers,4.6,,51-200 Employees,,,Pune
aioneers,3.6,,,,,Pune
Olikara Lighting Towers,3.4,,,,,Pune
The Co-operative Bank,4.2,Banking,201-500 Employees,,152,Hyderabad / Secunderabad
Employees State Insurance Corporation,3.6,Insurance,1-10 Employees,Public,72,Hyderabad / Secunderabad
Boxovia,3.6,,,,,Pune
Spardha Learnings,4.4,Internet,11-50 Employees,,23,Hyderabad / Secunderabad
Vautid India,4.1,,51-200 Employees,,,Pune
Merlin Group,4.3,Real Estate,51-200 Employees (Global),,40,Hyderabad / Secunderabad
Gramik,4.3,,,,,Lucknow
Antony Waste Handling Cell,3.8,,1k-5k Employees,,,Thane
Bluvium,4.1,,,,,Pune
Nipro PharmaPackaging,4.5,Packaging,51-200 Employees,,70,Meerut
Shree Engineering,4.4,,,,,Pune
Technostack Solutions,4.4,,,,,Pune
GrowthPal,3.7,,,,,Pune
NTT Global Networks,4.1,IT Services & Consulting,501-1k Employees,Public,5,Pune
SCI-COM Software,4.3,Software Product,51-200 Employees,,,Pune
IDEMIA,4.1,Law Enforcement & Security,1k-5k Employees,,7,Pune
Pratham InfoTech Foundation,4.1,Non-Profit,,,,Pune
Hy-Tech Engineers,3.8,Chemicals,201-500 Employees,,46,Pune
Yash Group of Companies,4.4,,11-50 Employees,,,Pune
Textcode Technologies,5.0,,,,,Pune
MAHLE Engine Components,3.9,Automobile,201-500 Employees,,104,Pune
Collabera Digital,3.2,,,,,Pune
Spardha School of Music,3.5,,,,,Pune
Omkar Realtors and Developers Group,4.2,Real Estate,201-500 Employees,,21,Pune
Gleeds Hooloomann Consulting,4.3,Real Estate,201-500 Employees,,20,Pune
DuPont,4.1,Waste Management,1k-5k Employees,,222,Pune
Ola Foods,3.7,,1k-5k Employees,,,Pune
Kriti Industries,3.9,Building Material,501-1k Employees,,41,Pune
PLAST- PRO SOLUTIONS,4.5,,,,,Pune
City One,3.3,,,,,Pune
Urban Money,3.2,,,,,Pune
Home Centre,4.1,Furniture & Furnishing,11-50 Employees,,29,Pune
Imarque Solutions,3.6,BPO,201-500 Employees,,20,Pune
Airtel Business,3.9,Telecom,,,,Pune
Birla Shakti Cement,4.2,Engineering & Construction,,,,Pune
Infinx,3.6,Software Product,1k-5k Employees,,12,Pune
Fergusson College,5.0,Education & Training,501-1k Employees,,129,Pune
Conga Solutions,4.4,Internet,,,18,Pune
ASCENT Fund Services,3.3,Financial Services,51-200 Employees,,,Pune
Supreme Group,3.1,Logistics,201-500 Employees,,67,Pune
Eleganz Interiors,3.7,Architecture & Interior Design,51-200 Employees,,36,Pune
InterGlobe Enterprises,3.2,Aviation,201-500 Employees,,35,Pune
Nederman India,4.1,,11-50 Employees,,,Pune
Haosen Automation India,3.9,,,,,Pune
Omron Automation,4.2,Consumer Electronics & Appliances,201-500 Employees,Forbes Global 2000,91,Pune
Alumatic Cans,3.6,,51-200 Employees,,,Pune
Software Technology Services,4.9,Software Product,,,17,Pune
Andromeda Sales And Distribution,3.2,Internet,1k-5k Employees,,33,Pune
Maarc Labs,4.3,,,,,Pune
Betsol,3.5,IT Services & Consulting,501-1k Employees,,22,Pune
Capitaland,4.1,Real Estate,201-500 Employees,Forbes Global 2000,,Pune
TVS Automobiles Solutions,3.9,,,,13,Pune
Jyothy Laboratories,4.2,FMCG,1k-5k Employees,,41,Pune
Life Space Property Solution,5.0,Real Estate,,,,Pune
Quantum Technologies,4.0,IT Services & Consulting,11-50 Employees,,,Pune
Busch Vacuum India,3.6,Industrial Machinery,51-200 Employees,,,Pune
Kudale Engineering,2.7,,,,,Pune
Tarini Steel,4.6,Iron & Steel,,,,Pune
Reliance Jewels,4.0,Jewellery,201-500 Employees,,17,Pune
Plug Power,3.8,Internet,,,27,Pune
ATS Share Brokers,3.7,Financial Services,201-500 Employees,,,Pune
Wowoni,2.6,,,,,Pune
Saddles International Automotive &aviation Interiors,3.7,,,,,Pune
Alight hub,5.0,,,,,Pune
Relitech Systems,4.6,,,,,Pune
Bombay Fluid System Components,3.4,,51-200 Employees,,,Pune
Hitachi Lift,3.5,,201-500 Employees,,16,Pune
Indian School Finance Company,4.6,NBFC,51-200 Employees,,30,Pune
Embross,4.1,,11-50 Employees,,,Pune
Liquid Telecom,3.2,,201-500 Employees,,,Pune
S & T Engineers (p),4.0,Industrial Machinery,501-1k Employees,,28,Pune
Sterling Hospitals,4.0,Healthcare,1k-5k Employees,Public,23,Pune
VertAxis Futuretech,4.6,Electronics Manufacturing,11-50 Employees,,7,Pune
AISSMS College of Engineering,4.8,Education & Training,201-500 Employees,,,Pune
Pcpl,2.7,,11-50 Employees,,9,Pune
Geberit Plumbing Technology,4.7,Building Material,51-200 Employees,Forbes Global 2000,150,Pune
Merito,4.0,Recruitment,1-10 Employees,Startup,3,Pune
Visas Avenue,4.0,Travel & Tourism,51-200 Employees,,11,Pune
SMSIPL,4.1,,,,,Pune
Aam Auto Component,3.4,,,,,Pune
AppRely Technologies,4.7,,,,,Pune
Infoworld Consultancy,3.4,,51-200 Employees,,,Pune
UTI Asset Management Company,3.8,Financial Services,1k-5k Employees,,,Pune
Shipco,,,,,,Pune
Span Associates,4.8,,51-200 Employees,,,Pune
The Indian Hume Pipe Co.,4.1,Building Material,1k-5k Employees,Public,98,Pune
Zoop.One,4.2,,,Startup,,Pune
VITTech,3.9,,,,,Pune
Belstar Investment and Finance,4.3,Investment Banking / Venture Capital / Private Equity,201-500 Employees,,36,Pune
EPC Group,1.7,,,,,Pune
AMEYA FINISHING SOLUTIONS,4.2,,,,,Pune
ABPS Solution,2.9,,51-200 Employees,,,Pune
Maintec Technologies,3.4,IT Services & Consulting,1k-5k Employees,,26,Pune
Cuembux Software Solutions,3.5,,,,,Pune
Care Universal Business Solutions,2.8,,,,,Pune
Siddhi Engineering,3.5,,,,,Pune
FreshToHome,3.8,Retail,1-10 Employees,,9,Pune
Labournet Services,3.9,Non-Profit,51-200 Employees,,18,Pune
StartLazaa,1.0,,,,,Pune
C R Narayana Rao Architects,4.4,,201-500 Employees,,,Pune
Cilicant,4.9,,,,13,Pune
Impact Guru,4.1,Internet,501-1k Employees,Startup,10,Pune
Stova,2.7,,,,,Pune
Udaan Logistics,4.2,,,,,Pune
Garve Cars,3.3,,,,,Pune
Thomson Reuters,4.2,Software Product,5k-10k Employees,Forbes Global 2000,16,Pune
Samarth infra Project,5.0,,,,,Pune
Prudent Insurance Brokers,3.8,Insurance,51-200 Employees,,19,Pune
Finnovationz,4.3,Financial Services,51-200 Employees,Startup,4,Pune
S.R.Batliboi & Co.,3.1,Accounting & Auditing,201-500 Employees (Global),,35,Pune
Rigel Networks,2.9,IT Services & Consulting,201-500 Employees,,20,Pune
Metec Design & Construction Engineers,3.7,Engineering & Construction,501-1k Employees,,22,Pune
Talent,3.0,Internet,11-50 Employees,Startup,9,Pune
Godrej Lawkim Motors,3.1,,,,,Pune
Strudcom Consultants,3.0,,,,,Pune
Winner Weldingg Corporation,3.9,,11-50 Employees,,,Pune
Fine Handling & Automation,3.5,,11-50 Employees,,,Pune
Casio India Company,2.7,Consumer Electronics & Appliances,501-1k Employees,,28,Pune
Solairedirect Energy,5.0,Power,,,,Pune
Edwards India,4.4,,11-50 Employees,,,Pune
TechSurvi,3.9,,,,,Pune
DataCause,4.3,,,,,Pune
Mont vert Homes,4.8,,,,,Pune
Aether Enterprise Applications,5.0,,,,,Pune
WonderKinds Technologies,5.0,,,,,Pune
Rhodenium,3.1,,,,,Pune
QuickShift,3.9,,,,,Pune
Dexian DISYS,2.7,,,,,Pune
Austin Realty,3.7,,11-50 Employees,,,Pune
Sampoorna Computer People,4.1,Recruitment,51-200 Employees,,,Pune
NES INDIA ENGINEERS,4.5,,11-50 Employees,,,Pune
Alkegen,4.4,,,,,Pune
Indian Institute of Information Technology,3.6,Education & Training,201-500 Employees (Global),,11,Pune
Deekshaa Infosystems,4.9,,,,,Pune
GBS,4.0,Internet,11-50 Employees (Global),Startup,8,Pune
Hyperpure,3.5,,,,19,Pune
Hein Fricke India Technology,4.1,,11-50 Employees,,,Pune
Chettinad Cements,4.0,Building Material,1k-5k Employees,,62,Pune
Star Estate,3.8,Real Estate,201-500 Employees,,9,Pune
ProcMart,3.3,IT Services & Consulting,51-200 Employees,,8,Pune
YSS Infotech,4.6,,,,,Pune
Siesta Hospitality Services,3.5,Hospitality,1k-5k Employees,,18,Pune
Raamaya Technologies,3.7,IT Services & Consulting,11-50 Employees,,14,Pune
Conmove,3.0,,,,,Pune
Adenza,3.9,,,,,Pune
Meesho,3.7,Internet,5k-10k Employees,Indian Unicorn,9,Pune
Matrimony.com,4.4,Internet,1k-5k Employees,Public,27,Pune
Intel,4.3,Semiconductors,10k-50k Employees,Public,56,Pune
Indium Software,4.2,IT Services & Consulting,1k-5k Employees,,25,Pune
Viatris,4.2,Pharma,10k-50k Employees,Forbes Global 2000,4,Pune
Movate,3.4,IT Services & Consulting,1k-5k Employees,,28,Pune
Irclass Systems And Solutions,3.8,Ports & Shipping,501-1k Employees,,49,Pune
Lotus Tapes,3.8,,,,,Pune
Kaustubha Udyog,3.7,,51-200 Employees,,,Pune
Saileen Technocrats,1.8,,,,,Pune
Gilpin Tours Travel Management,3.0,Travel & Tourism,51-200 Employees,,26,Pune
Pioneer Enterprises,3.4,,,,,Pune
Abs Electroplaters,2.4,,201-500 Employees,,,Pune
Meltek Infosystems,3.8,Telecom,1-10 Employees,,,Pune
SAN Telequip,4.6,Financial Services,51-200 Employees (Global),,,Pune
Quikr Realty,4.1,Real Estate,201-500 Employees,,37,Pune
IIPM,3.8,Education & Training,201-500 Employees,,51,Pune
Mobien Technologies,4.2,,11-50 Employees,,18,Pune
Oxfam,4.9,Non-Profit,51-200 Employees,Public,20,Pune
Stereo D,4.7,,201-500 Employees (Global),,15,Pune
Marvell Technology,3.7,Semiconductors,1k-5k Employees,,29,Pune
e-Centric Solutions,3.3,IT Services & Consulting,201-500 Employees,,22,Pune
e-mug Technologies,2.9,Design,51-200 Employees,,23,Pune
EBSolute Technologies,3.9,,11-50 Employees,,25,Pune
iCube Logics,4.7,,11-50 Employees (Global),,,Pune
Aarusha Homes,3.9,Real Estate,51-200 Employees,,17,Pune
Wings Travels,3.8,,501-1k Employees (Global),,30,Pune
Mercurius IT,4.2,IT Services & Consulting,11-50 Employees,,,Pune
E & A Engineering,3.2,,11-50 Employees,,14,Pune
iQuadra,4.5,IT Services & Consulting,,,,Pune
MaPS,3.5,,51-200 Employees (Global),,8,Pune
Zen Test Labs,3.2,IT Services & Consulting,,,18,Pune
Viewics,2.4,,,,,Pune
Brisk Electronics,4.2,Retail,51-200 Employees,,,Pune
Dazeworks,3.0,IT Services & Consulting,501-1k Employees,,9,Pune
Pai Brothers Engineers,3.3,Financial Services,11-50 Employees (Global),,,Pune
TruConnect,4.1,Telecom,201-500 Employees (Global),,13,Pune
Synergytech Automation,2.4,Auto Components,51-200 Employees,,20,Pune
Sun Engineers,2.0,,,,,Pune
Panama Group,3.1,,51-200 Employees,,31,Pune
Ranvik Auto Components,1.0,,,,,Pune
Netlux Systems,2.4,,,,,Pune
Rack Infotech,4.2,IT Services & Consulting,11-50 Employees (Global),,13,Pune
Gionee,4.2,Consumer Electronics & Appliances,501-1k Employees,,11,Pune
Gruh Finance,4.3,Financial Services,501-1k Employees,Public,36,Pune
Enhancier Cx Solutions,4.3,Software Product,11-50 Employees,,9,Pune
Precision Weighing Systems,4.7,,,,,Pune
PRA Realty (I),4.9,,51-200 Employees,,,Pune
Indira College of Engineering and Management,4.4,Education & Training,,,,Pune
Opus Solutions,3.5,,,,,Pune
Siddhi Consultancy,4.6,,,,,Pune
Eagle Infotech,5.0,,,,,Pune
Manman,5.0,,,,,Pune
SMRC,2.7,,51-200 Employees (Global),,,Pune
